img_src,price,displacement,seatheight,wet_weight,dry_weight,starter,category,engine_type,year,make,model
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2008/2008_Honda_CRF_250R.jpg?itok=RZeUrT8x,6449,249,38,227,,Kick,Motocross,OHV,2008,Honda,Crf250R
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2008/2008_KTM_XC_300.jpg?itok=R9CeR5gU,7048,293,36,,216,Kick,Enduro,Two-stroke,2008,KTM,300 Xc
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2008/2008_Husqvarna_TC_450.jpg?itok=QOScd4Z9,6898,449,38,,230,Kick,Motocross,DOHC,2008,Husqvarna,Tc450
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2008/2008_Honda_CRF_450R.jpg?itok=YzH_zr_Q,7199,449,38,238,,Kick,Motocross,OHV,2008,Honda,Crf450R
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2008/2008_Suzuki_DR-Z_70.jpg?itok=7eje-gvk,1499,67,22,,116,Electric / Kick,Motorcross,SOHC,2008,Suzuki,Dr-Z70
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2008/2008_Husaberg_FE_450e.jpg?itok=bpiauMpn,8198,550,37,,240,Electric / Kick,Enduro,SOHC,2008,Husaberg,Fe550E
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2008/2008_BMW_R_1200GSAdventure.jpg?itok=H-9ppMel,16600,1170,35,563,,Electric,Adventure,OHV,20081200,BMW,R 1200 Gs Adventure
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2008/2008_KTM_XC_300WE.jpg?itok=-cFOMXIy,7248,293,36,,224,Electric / Kick,Enduro,Two-stroke,2008,KTM,300 Xc-W (E)
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2008/2008_Husqvarna_TC_250.jpg?itok=vulX85Az,6298,250,38,,221,Kick,Motocross,DOHC,2008,Husqvarna,Tc250
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2008/2008_Husaberg_FE_450e.jpg?itok=bpiauMpn,7698,449,37,,240,Electric / Kick,Enduro,SOHC,2008,Husaberg,Fe450E
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2008/2008_KTM_XC_250FW.jpg?itok=vsgEzEyx,7248,250,36,,232,Electric / Kick,Enduro,DOHC,2008,KTM,250 Xcf-W
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2008/2008_Husqvarna_TC_510.jpg?itok=xIQGg5r2,7198,501,38,,232,Kick,Motocross,DOHC,2008,Husqvarna,Tc510
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2008/2008_Buell_Ulysses_XB12XT.jpg?itok=xtFV4wFW,12995,1203,31,,465,Electric,On-Off Road,OHV - Pushrod,2008,,
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2008/2008_Husaberg_FE_450e.jpg?itok=bpiauMpn,8698,628,37,,240,Electric / Kick,Enduro,SOHC,2008,Husaberg,Fe650E
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2008/2008_KTM_XC_250.jpg?itok=ZzfPOmWy,6948,249,36,,215,Kick,Enduro,Two-stroke,2008,KTM,250 Xc
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2008/2008_Husqvarna_WR_250.jpg?itok=H-fd86Ie,6298,249,38,,227,Kick,Enduro,Two-stroke,2008,Husqvarna,Wr250
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2008/2008_Triumph_Scrambler_Base.jpg?itok=uLESK7KX,7999,865,33,,451,Electric,Standard,DOHC,2008,Triumph,Scrambler
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2008/2009_BMW_G_650Xcountry.jpg?itok=vSm7OZVG,7500,652,33,353,,Electric,Adventure,DOHC,2008,BMW,G 650 Xcountry
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2008/2008_KTM_XC_530WR.jpg?itok=mx8En7jy,8248,510,36,,247,Electric / Kick,Enduro,SOHC,2008,KTM,530 Xc-W (R)
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Husqvarna_SM_450R.jpg?itok=t1zz7OXh,7999,449,36,,260,Electric,,DOHC,2009,Husqvarna,Sm450R
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_KTM_XC_200.jpg?itok=2lt4TfHm,6998,193,39,,208,Kick,Enduro,Two-stroke,2009,KTM,200 Xc
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Husqvarna_SM_610.jpg?itok=3YLvFYBf,8499,576,36,,314,Electric,,SOHC,2009,Husqvarna,Sm610R
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_KTM_XC_200W.jpg?itok=UQ2_mtQh,6998,193,39,,209,Kick,Enduro,Two-stroke,2009,KTM,200 Xc-W
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Husqvarna_SM_510R.jpg?itok=l_FpD43X,8699,501,36,,266,Electric,,DOHC,2009,Husqvarna,Sm510R
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Husqvarna_TXC_250.jpg?itok=inxPtDdv,6999,250,38,,229,Electric / Kick,,DOHC,2009,Husqvarna,Txc250
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Husqvarna_TXC_450.jpg?itok=H7d20Aer,7699,449,38,,240,Electric / Kick,,DOHC,2009,Husqvarna,Txc450
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_KTM_XC_300.jpg?itok=09BsqxCA,7998,293,39,,221,Electric / Kick,Enduro,Two-stroke,2009,KTM,300 Xc (E)
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Husqvarna_TXC_510.jpg?itok=qgaNuRGE,7999,501,38,,242,Electric / Kick,,DOHC,2009,Husqvarna,Txc510
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Kawasaki_KLX_250SF.jpg?itok=PossW06W,5299,249,34,302,,Electric,Dual Purpose,DOHC,2009,Kawasaki,Klx250Sf
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_KTM_XC_300W.jpg?itok=2AU9c24J,7998,293,39,,221,Electric / Kick,Enduro,Two-stroke,2009,KTM,300 Xc-W (E)
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Kawasaki_SuperSherpa_Base.jpg?itok=Ktx5uzsI,4499,249,33,282,,Electric,Dual Purpose,DOHC,2009,Kawasaki,Super Sherpa
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_KTM_XC_250FW.jpg?itok=ndUDGSip,7998,250,39,,224,Electric / Kick,Enduro,DOHC,2009,KTM,250 Xcf-W
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Kawasaki_KLR_650.jpg?itok=yXlcFD5V,5599,651,35,432,,Electric,Dual Purpose,DOHC,2009,Kawasaki,Klr650
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_KTM_XC_250.jpg?itok=AcfbLNmC,7898,249,39,,221,Electric / Kick,Enduro,Two-stroke,2009,KTM,250 Xc (E)
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_KTM_XC_530W.jpg?itok=yp07L4-q,8998,510,39,,247,Electric / Kick,Enduro,SOHC,2009,KTM,530 Xc-W
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Husaberg_FE_570.jpg?itok=Z5XIbcvd,9998,566,39,,252,Electric / Kick,Enduro,SOHC,2009,Husaberg,Fe570
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_KTM_XC_250F.jpg?itok=_QnDgryq,7998,250,39,,224,Electric / Kick,Enduro,DOHC,2009,KTM,250 Xc-F
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Triumph_Scrambler_Base.jpg?itok=FeUyMqnP,8499,865,33,,451,Electric,Standard,DOHC,2009,Triumph,Scrambler
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Husaberg_FE_450.jpg?itok=5d1aXVPd,9498,449,39,,251,Electric / Kick,Enduro,SOHC,2009,Husaberg,Fe450
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_BMW_G_450X.jpg?itok=nYKcbrc2,8198,449,36,267,,Electric,Enduro,DOHC,2009,BMW,G 450 X
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_KTM_XC_450W.jpg?itok=-6MX4AH_,8798,449,39,,247,Electric / Kick,Enduro,SOHC,2009,KTM,450 Xc-W
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_BMW_G_650Xcountry.jpg?itok=2gp6eTRu,7500,652,33,353,,Electric,Adventure,DOHC,2009,BMW,G 650 Xcountry
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_KTM_XC_450F.jpg?itok=MiKufGhf,8698,449,39,,239,Electric,Enduro,DOHC,2009,KTM,450 Xc-F
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2008_QLINK_XF_200.jpg?itok=x6KbrNwj,2799,199,31,,271,Electric,Enduro,OHV,2009,,
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_BMW_G_650GS.jpg?itok=IjkHw387,7670,652,31,423,,Electric,Adventure,DOHC,2009,BMW,G 650 Gs
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_KTM_XC_505F.jpg?itok=1uF0Oq69,8998,448,39,,239,Electric,Enduro,SOHC,2009,KTM,505 Xc-F
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2008_QLINK_XP_200.jpg?itok=dclciwhB,2799,199,36,,271,Electric,Dual Purpose,OHV,2009,,
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2008_BMW_R_1200GS.jpg?itok=hNF27gX3,14750,1170,34,504,,Electric,Adventure,OHV,20091200,BMW,R 1200 Gs
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_KTM_XC_65.jpg?itok=EY04JlTw,4398,65,29,,122,Kick,Off-Road,Two-stroke,2009,KTM,65 Xc
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Qlink_Megelli_250m.jpg?itok=BOMVel52,2899,249,34,,252,Electric,On-Off Road,SOHC,2009,,
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2008_BMW_R_1200GSAdventure.jpg?itok=iw8EmRAE,16750,1170,35,564,,Electric,Adventure,OHV,20091200,BMW,R 1200 Gs Adventure
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_KTM_XC_85.jpg?itok=EA7cUnu9,5198,85,35,,146,Kick,Off-Road,Two-stroke,2009,KTM,85 Xc
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_KTM_XC_105.jpg?itok=pFFOsoZ7,5598,105,35,,150,Kick,Off-Road,Two-stroke,2009,KTM,105 Xc
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_KTM_XC_400W.jpg?itok=6gYgO7P9,8398,393,36,,247,Electric / Kick,Enduro,SOHC,2009,KTM,400 Xc-W
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_KTM_SMC_690.jpg?itok=25abKMxc,10498,654,35,,304,Electric,Street Bike,OHV,2009,KTM,690 Smc
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_KTM_EXC_450.jpg?itok=VfRP_aSy,9198,449,39,,251,Electric / Kick,Enduro,SOHC,2009,KTM,450 Exc
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_KTM_EXC_530.jpg?itok=Zf2xdjoO,9498,510,39,,251,Electric / Kick,Enduro,SOHC,2009,KTM,530 Exc
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Husqvarna_WR_250.jpg?itok=WofXqfyC,6799,249,38,,227,Kick,Enduro,Two-stroke,2009,Husqvarna,Wr250
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Honda_CRF_230M.jpg?itok=NRHnOqgb,4749,223,32,276,,Electric,,SOHC,2009,Honda,Crf230M
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_KTM_SX_65.jpg?itok=KSn0jxhT,4398,65,29,,122,Kick,Sportminicycle,Two-stroke,2009,KTM,65 Sx
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_KTM_990Adventure_LC8.jpg?itok=oRF8J5x6,15398,999,34,,461,Electric,Adventure,DOHC,2009,KTM,990 Adventure
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Husqvarna_WR_125.jpg?itok=oWfgo2U-,5999,125,38,,212,Kick,Enduro,Two-stroke,2009,Husqvarna,Wr125
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2008_Honda_CRF_230L.jpg?itok=9MhCezuU,4549,223,32,267,,Electric,Dual Purpose,SOHC,2009,Honda,Crf230L
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_KTM_SX_85.jpg?itok=F3K5lxXU,5198,85,33,,130,Kick,Sportminicycle,Two-stroke,2009,KTM,85 Sx
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_KTM_990Adventure_R.jpg?itok=ZsNozleJ,15498,999,36,,456,Electric,Adventure,DOHC,2009,KTM,990 Adventure R
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Husqvarna_WR_300.jpg?itok=F9dvKLXC,6999,293,38,,227,Kick,Enduro,Two-stroke,2009,Husqvarna,Wr300
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Honda_XR_650L.jpg?itok=36e0Sy_b,5999,644,37,346,,Electric,Dual Purpose,SOHC,2009,Honda,Xr650L
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2008_Honda_CRF_50F.jpg?itok=5s87tm92,1349,49,22,110,,Kick,Enduro,SOHC,2009,Honda,Crf50F
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Suzuki_RM-Z_250.jpg?itok=HrrGKFMk,6699,249,38,225,,Kick,Motorcross,DOHC,2009,Suzuki,Rm-Z250
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Honda_CRF_150F.jpg?itok=xcFluQbP,3199,149,33,236,,Electric,Enduro,SOHC,2009,Honda,Crf150F
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Suzuki_RM-Z_450.jpg?itok=5Ob0IgWh,7899,449,39,247,,Kick,Motorcross,DOHC,2009,Suzuki,Rm-Z450
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Honda_CRF_230F.jpg?itok=jZoFMsdT,3699,223,34,249,,Electric / Kick,Enduro,SOHC,2009,Honda,Crf230F
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Suzuki_DR_200SE.jpg?itok=5MLvlE5d,4199,199,32,273,,Electric,Enduro,SOHC,2009,Suzuki,Dr200Se
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Honda_CRF_150R.jpg?itok=ild5qgZY,4299,149,33,183,,Electric,Motocross,SOHC,2009,Honda,Crf150R
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Suzuki_DR_650SE.jpg?itok=zQ5OM2-0,5699,644,35,366,,Electric,Enduro,SOHC,2009,Suzuki,Dr650Se
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Yamaha_XT_250.jpg?itok=mLy5gCmN,4690,249,32,,,Electric,Adventure,SOHC,2009,Yamaha,Xt250
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Honda_CRF_150RExpert.jpg?itok=WXddW2a6,4399,149,34,187,,Electric,Motocross,SOHC,2009,Honda,Crf150R Expert
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Suzuki_DR-Z_125L.jpg?itok=5JYEkmuC,2899,124,32,,196,Kick,Motorcross,SOHC,2009,Suzuki,Dr-Z125L
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Yamaha_TW_200.jpg?itok=RsGEp6V_,3990,196,31,279,,Electric,Adventure,SOHC,2009,Yamaha,Tw200
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Honda_CRF_250X.jpg?itok=Z5OT5U8F,6699,249,38,253,,Electric / Kick,Enduro,OHV,2009,Honda,Crf250X
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Suzuki_DR-Z_125.jpg?itok=YM5YYGMC,2699,124,31,,194,Kick,Motorcross,SOHC,2009,Suzuki,Dr-Z125
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Yamaha_YZ_450F.jpg?itok=u7or-hGU,7399,449,39,238,,Kick,Motorcross,DOHC,2009,Yamaha,Yz450F
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Honda_CRF_450X.jpg?itok=EwbLggOL,7499,449,38,269,,Electric / Kick,Enduro,OHV,2009,Honda,Crf450X
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Suzuki_DR-Z_70.jpg?itok=fhCC0Tkq,1799,67,22,,121,Electric / Kick,Motorcross,SOHC,2009,Suzuki,Dr-Z70
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Yamaha_YZ_250.jpg?itok=Kq_Z6_hg,6599,249,39,229,,Kick,Motorcross,Two-stroke,2009,Yamaha,Yz250
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Honda_CRF_250R.jpg?itok=g4paSGN-,6549,249,38,227,,Kick,Motocross,OHV,2009,Honda,Crf250R
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Yamaha_YZ_250F.jpg?itok=Dv-mjEbO,6549,249,39,226,,Kick,Motorcross,DOHC,2009,Yamaha,Yz250F
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Kawasaki_KX_450F.jpg?itok=zE-i6NeU,7549,449,38,,247,Kick,Motorcross,DOHC,2009,Kawasaki,Kx450F
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Honda_CRF_450R.jpg?itok=T3a2Zzeu,7599,449,38,235,,Kick,Motocross,OHV,2009,Honda,Crf450R
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Yamaha_YZ_125.jpg?itok=JSaYdRVm,5799,124,39,208,,Kick,Motorcross,Two-stroke,2009,Yamaha,Yz125
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Kawasaki_KX_250F.jpg?itok=lz2mO3br,6499,249,38,,230,Kick,Motorcross,DOHC,2009,Kawasaki,Kx250F
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Yamaha_YZ_85.jpg?itok=hWu6bfDL,3349,85,34,156,,Kick,Motorcross,Two-stroke,2009,Yamaha,Yz85
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Kawasaki_KX_100.jpg?itok=CxRkroXb,3499,99,34,,157,Kick,Motorcross,Two-stroke,2009,Kawasaki,Kx100
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Yamaha_WR_250F.jpg?itok=8ntrG02K,6699,249,39,260,,Electric / Kick,Off-Road,DOHC,2009,Yamaha,Wr250F
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Kawasaki_KX_85.jpg?itok=qxooqFrP,3299,84,33,,152,Kick,Motorcross,Two-stroke,2009,Kawasaki,Kx85
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Yamaha_WR_450F.jpg?itok=ZKiVW4I0,7499,449,39,271,,Electric / Kick,Off-Road,DOHC,2009,Yamaha,Wr450F
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Kawasaki_KX_65.jpg?itok=IAhWfn-q,2999,65,30,,132,Kick,Motorcross,Two-stroke,2009,Kawasaki,Kx65
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Yamaha_WR_250R.jpg?itok=TJ6gT4eH,6090,250,37,295,,Electric,Dual Purpose,DOHC,2009,Yamaha,Wr250R
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Kawasaki_KX_65MonsterEnergy.jpg?itok=8iIDNCpE,3199,65,30,,132,Kick,Motorcross,Two-stroke,2009,Kawasaki,Kx65 Monster Energy
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Yamaha_WR_250X.jpg?itok=6FeHVbXw,6190,250,35,299,,Electric,Dual Purpose,DOHC,2009,Yamaha,Wr250X
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Kawasaki_KX_85MonsterEnergy.jpg?itok=a9IwCW0p,3499,84,33,,152,Kick,Motorcross,Two-stroke,2009,Kawasaki,Kx85 Monster Energy
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Kawasaki_KX_100MonsterEnergy.jpg?itok=IrsZcMBa,3699,99,34,,157,Kick,Motorcross,Two-stroke,2009,Kawasaki,Kx100 Monster Energy
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Yamaha_TT-R_230.jpg?itok=4Y26lUQF,3699,223,34,256,,Electric,Off-Road,SOHC,2009,Yamaha,Tt-R230
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Kawasaki_KX_250FMonsterEnergy.jpg?itok=Lw3CKI8y,6699,249,38,,230,Kick,Motorcross,DOHC,2009,Kawasaki,Kx250F Monster Energy
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Yamaha_TT-R_125LE.jpg?itok=bfcbSSbR,2999,124,32,198,,Electric / Kick,Off-Road,SOHC,2009,Yamaha,Tt-R125Le
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Kawasaki_KX_450FMonsterEnergy.jpg?itok=sowasdKy,7749,449,38,,247,Kick,Motorcross,DOHC,2009,Kawasaki,Kx450F Monster Energy
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Yamaha_TT-R_125E.jpg?itok=PZMzErZh,2699,124,31,198,,Electric / Kick,Off-Road,SOHC,2009,Yamaha,Tt-R125E
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_KTM_SX_50Junior.jpg?itok=jIniv05C,3498,49,24,,83,Kick,Sportminicycle,Two-stroke,2009,KTM,50 Sx Junior
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Husqvarna_TC_450.jpg?itok=BnFq0ILD,7399,449,38,,229,Kick,Motocross,DOHC,2009,Husqvarna,Tc450
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_KTM_SX_50.jpg?itok=yAqPSdm7,3698,49,27,,88,Kick,Sportminicycle,Two-stroke,2009,KTM,50 Sx
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Husqvarna_TC_250.jpg?itok=GuauR-Fy,6699,250,39,,212,Kick,Motocross,DOHC,2009,Husqvarna,Tc250
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_MotoGuzzi_Stelvio_1200.jpg?itok=aBopfzBm,14490,1151,33,,472,Electric,,SOHC,20091200,moto Guzzi,Stelvio 1200
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_KTM_SX_50MINI.jpg?itok=L5MRko6A,3298,49,22,,83,Kick,Sportminicycle,Two-stroke,2009,KTM,50 Sx Mini
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_Husqvarna_TC_510.jpg?itok=c_pOi-BG,7699,501,38,,232,Kick,Motocross,DOHC,2009,Husqvarna,Tc510
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2009/2009_KTM_XC_250W.jpg?itok=N4VcRWUd,7898,249,39,,224,Electric / Kick,Enduro,Two-stroke,2009,KTM,250 Xc-W (E)
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2010/2010_KTM_EXC_530ChampionsEdition.jpg?itok=muJFRb_o,9498,510,39,,251,Electric / Kick,Enduro,SOHC,2010,KTM,530 Exc Champions Edition
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2010/2010_KTM_XC_250W.jpg?itok=wZi5Tf7D,7898,249,39,,221,Electric / Kick,Enduro,Two-stroke,2010,KTM,250 Xc-W
